"Name","Genre","Publisher","total_sales","exclusive","NA_Sales_prop","EU_Sales_prop","JP_Sales_prop","Other_Sales_prop"
"F.E.A.R. Files","Shooter","Vivendi Games",0.09,"yes",0.777777777777778,0.111111111111111,0,0.111111111111111
"F.E.A.R. Perseus Mandate","Shooter","Vivendi Games",0.01,"yes",1,0,0,0
"F/A-18F Super Hornet","Simulation","Majesco Entertainment",0.28,"yes",0.714285714285714,0.285714285714286,0,0.0357142857142857
"F1 2000","Racing","Electronic Arts",0.25,"yes",0.56,0.36,0,0.08
"F1 2001","Racing","Electronic Arts",0.21,"no",0.571428571428572,0.333333333333333,0,0.0952380952380952
"F1 2002","Racing","Destination Software, Inc",0.02,"yes",0.5,0.5,0,0
"F1 2002","Racing","Electronic Arts",0.15,"no",0.466666666666667,0.333333333333333,0.133333333333333,0.0666666666666667
"F1 2009","Racing","Codemasters",1.42,"no",0.161971830985915,0.647887323943662,0,0.190140845070423
"F1 2010","Racing","Codemasters",2.3,"no",0.18695652173913,0.608695652173913,0.0391304347826087,0.165217391304348
"F1 2011","Racing","Codemasters",2.45,"no",0.13469387755102,0.640816326530612,0.0530612244897959,0.175510204081633
"F1 2012","Racing","Codemasters",1.72,"no",0.133720930232558,0.63953488372093,0.0290697674418605,0.197674418604651
"F1 2013","Racing","Codemasters",0.96,"no",0.0208333333333333,0.760416666666667,0.03125,0.1875
"F1 2014","Racing","Codemasters",0.85,"no",0.176470588235294,0.647058823529412,0.0235294117647059,0.129411764705882
"F1 2015","Racing","Codemasters",0.95,"no",0.178947368421053,0.663157894736842,0.031578947368421,0.115789473684211
"F1 2016 (Codemasters)","Racing","Codemasters",0.38,"no",0.0526315789473684,0.789473684210526,0.0263157894736842,0.131578947368421
"F1 Career Challenge","Racing","Electronic Arts",0.1,"yes",0.5,0.4,0,0.1
"F1 Challenge","Racing","Sega",0.18,"yes",0,0,1,0
"F1 Championship Season 2000","Racing","Electronic Arts",0.16,"yes",0.375,0.3125,0.1875,0.125
"F1 Pole Position 64","Racing","Ubisoft",0.25,"yes",0.44,0.52,0,0.04
"F1 ROC: Race of Champions","Sports","Ocean",0.28,"yes",0,0,1,0
"F1 Race","Racing","Nintendo",1.52,"yes",0,0,1,0
"F1 Race Stars","Racing","Codemasters",0.66,"no",0.196969696969697,0.621212121212121,0,0.166666666666667
"F1 Racing Championship","Racing","Video System",0.11,"yes",0.545454545454545,0.363636363636364,0,0.0909090909090909
"FIFA 06 Soccer","Sports","Electronic Arts",0.14,"yes",0.785714285714286,0.214285714285714,0,0
"FIFA 06: Road to FIFA World Cup","Sports","Electronic Arts",0.15,"yes",0.733333333333333,0.133333333333333,0.0666666666666667,0.0666666666666667
"FIFA 12","Sports","Electronic Arts",13.15,"no",0.158174904942966,0.64638783269962,0.0114068441064639,0.183269961977186
"FIFA 14","Sports","Electronic Arts",17.14,"no",0.165694282380397,0.649941656942824,0.0116686114352392,0.173862310385064
"FIFA 15","Sports","Electronic Arts",19.02,"no",0.168243953732913,0.651945320715037,0.00683491062039958,0.172975814931651
"FIFA 16","Sports","Electronic Arts",16.44,"no",0.181265206812652,0.686739659367396,0.00669099756690998,0.124695863746959
"FIFA 17","Sports","Electronic Arts",6.91,"no",0.0723589001447178,0.793053545586107,0.0101302460202605,0.12301013024602
"FIFA 2000","Sports","Electronic Arts",1.87,"yes",0.117647058823529,0.786096256684492,0.0213903743315508,0.0748663101604278
"FIFA 2001 Major League Soccer","Sports","Electronic Arts",0.32,"yes",0.5625,0.375,0,0.0625
"FIFA 2001: Major League Soccer","Sports","Electronic Arts",0.09,"yes",0,0,1,0
"FIFA 99","Sports","Electronic Arts",0.54,"yes",0.203703703703704,0.722222222222222,0,0.0555555555555556
"FIFA Manager 12","Sports","Electronic Arts",0.05,"yes",0,0.6,0,0.2
"FIFA Soccer","Sports","Electronic Arts",0.74,"no",0.378378378378378,0.459459459459459,0.027027027027027,0.135135135135135
"FIFA Soccer 06","Sports","Electronic Arts",5.13,"no",0.247563352826511,0.576998050682261,0.00779727095516569,0.167641325536062
"FIFA Soccer 07","Sports","Electronic Arts",6.38,"no",0.241379310344828,0.554858934169279,0.00470219435736677,0.199059561128527
"FIFA Soccer 08","Sports","Electronic Arts",9.49,"no",0.206533192834563,0.418335089567966,0.00421496311907271,0.371970495258166
"FIFA Soccer 09","Sports","Electronic Arts",8.67,"no",0.196078431372549,0.463667820069204,0.00922722029988466,0.329873125720877
"FIFA Soccer 09 All-Play","Sports","Electronic Arts",0.9,"yes",0.322222222222222,0.577777777777778,0,0.1
"FIFA Soccer 10","Sports","Electronic Arts",10.74,"no",0.180633147113594,0.580074487895717,0.00651769087523277,0.231843575418994
"FIFA Soccer 11","Sports","Electronic Arts",12.56,"no",0.154458598726115,0.637738853503185,0.0071656050955414,0.19984076433121
"FIFA Soccer 13","Action","Electronic Arts",16.16,"no",0.163366336633663,0.634282178217822,0.0142326732673267,0.1875
"FIFA Soccer 2002","Sports","Electronic Arts",0.96,"no",0.552083333333333,0.354166666666667,0,0.09375
"FIFA Soccer 2003","Sports","Electronic Arts",4.16,"no",0.182692307692308,0.651442307692308,0.0120192307692308,0.15625
"FIFA Soccer 2003 (weekly jp sales)","Sports","Electronic Arts",0.04,"yes",0,0,1,0
"FIFA Soccer 2004","Sports","Electronic Arts",4.4,"no",0.209090909090909,0.652272727272727,0.00909090909090909,0.127272727272727
"FIFA Soccer 2005","Sports","Electronic Arts",4.89,"no",0.220858895705521,0.640081799591002,0.0081799591002045,0.128834355828221
"FIFA Soccer 64","Sports","Electronic Arts",0.49,"yes",0.326530612244898,0.612244897959184,0,0.0612244897959184
"FIFA Soccer 96","Sports","Electronic Arts",0.16,"yes",0.5625,0.375,0,0.0625
"FIFA Soccer 97","Sports","Electronic Arts",0.16,"yes",0.5625,0.375,0,0.0625
"FIFA Soccer World Championship","Sports","Electronic Arts",0.83,"yes",0.325301204819277,0.253012048192771,0.337349397590361,0.0843373493975904
"FIFA Street","Sports","Electronic Arts",2.68,"no",0.205223880597015,0.641791044776119,0,0.145522388059701
"FIFA Street 2","Sports","Electronic Arts",0.75,"no",0.573333333333333,0.306666666666667,0.0266666666666667,0.0933333333333333
"FIFA Street 3","Sports","Electronic Arts",0.72,"no",0.375,0.472222222222222,0,0.138888888888889
"FIFA World Cup Germany 2006","Sports","Electronic Arts",1.57,"no",0.681528662420382,0.235668789808917,0.00636942675159236,0.0636942675159236
"FIFA World Cup: Germany 2006","Sports","Electronic Arts",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"FIFA: Road to  World Cup 98","Sports","Electronic Arts",0.58,"yes",0.258620689655172,0.672413793103448,0,0.0517241379310345
"FIFA: Road to World Cup 98","Sports","Electronic Arts",0.73,"yes",0.191780821917808,0.123287671232877,0.63013698630137,0.0684931506849315
"Fab 5 Soccer","Sports","Destineer",0.01,"yes",1,0,0,0
"FabStyle","Strategy","Tecmo Koei",0.11,"no",0,0,1,0
"Fable","Role-Playing","Microsoft Game Studios",3.14,"no",0.713375796178344,0.245222929936306,0.00318471337579618,0.0414012738853503
"Fable II","Role-Playing","Microsoft Game Studios",4.31,"yes",0.582366589327146,0.294663573085847,0.0255220417633411,0.0951276102088167
"Fable III","Role-Playing","Microsoft Game Studios",5.45,"no",0.675229357798165,0.234862385321101,0.00917431192660551,0.0788990825688073
"Fable: The Journey","Role-Playing","Microsoft Game Studios",0.29,"yes",0.620689655172414,0.310344827586207,0,0.0689655172413793
"Fable: The Lost Chapters","Role-Playing","Microsoft Game Studios",0.07,"yes",0.142857142857143,0.714285714285714,0,0.142857142857143
"Fabulous Finds","Puzzle","ValuSoft",0.11,"yes",0.909090909090909,0,0,0.0909090909090909
"Face Racers: Photo Finish","Racing","Majesco Entertainment",0.08,"yes",1,0,0,0
"Face Training","Misc","Nintendo",0.19,"yes",0,0,1,0
"FaceBreaker","Fighting","Electronic Arts",0.36,"no",0.777777777777778,0.138888888888889,0,0.111111111111111
"FaceBreaker K.O. Party","Fighting","Electronic Arts",0.22,"yes",0.909090909090909,0.0454545454545455,0,0.0909090909090909
"Fade to Black","Action","Electronic Arts",0.34,"yes",0.558823529411765,0.382352941176471,0,0.0588235294117647
"Fading Shadows","Puzzle","Ivolgamus",0.04,"yes",0.75,0,0,0
"FairlyLife: MiracleDays","Adventure","Piacci",0.01,"yes",0,0,1,0
"Fairy Fencer F","Role-Playing","Nippon Ichi Software",0.2,"yes",0.25,0.25,0.45,0.1
"Fairy Fencer F: Advent Dark Force","Role-Playing","Idea Factory International",0.07,"yes",0.285714285714286,0,0.714285714285714,0
"Fairy Tail: Portable Guild","Fighting","Konami Digital Entertainment",0.11,"yes",0,0,1,0
"Fairy Tail: Portable Guild 2","Fighting","Konami Digital Entertainment",0.08,"yes",0,0,1,0
"Fairy Tail: Zelef Kakusei","Action","Unknown",0.07,"yes",0,0,1,0
"Fairytale Fights","Action","Playlogic Game Factory",0.34,"no",0.735294117647059,0.176470588235294,0,0.0882352941176471
"Falcon 4.0: Allied Force","Simulation","Graphsim Entertainment",0.02,"yes",0,1,0,0
"Fallout 3","Role-Playing","Bethesda Softworks",9.96,"no",0.558232931726908,0.312248995983936,0.0160642570281125,0.11144578313253
"Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout","Role-Playing","Bethesda Softworks",0.24,"yes",0.666666666666667,0.25,0,0.0833333333333333
"Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage","Role-Playing","Bethesda Softworks",0.1,"yes",0.9,0.1,0,0.1
"Fallout 4","Role-Playing","Bethesda Softworks",12.28,"no",0.441368078175896,0.41042345276873,0.0203583061889251,0.12785016286645
"Fallout Anthology","Action","Bethesda Softworks",0.01,"yes",0,1,0,0
"Fallout Trilogy","Role-Playing","Ubisoft",0.02,"yes",0,1,0,0
"Fallout: Brotherhood of Steel","Role-Playing","Avalon Interactive",0.12,"no",0.583333333333333,0.333333333333333,0,0.0833333333333333
"Fallout: New Vegas","Role-Playing","Bethesda Softworks",8.41,"no",0.564803804994055,0.307966706302021,0.0166468489892985,0.111771700356718
"Famicom Jump: Eiyuu Retsuden","Role-Playing","Namco Bandai Games",1.1,"yes",0,0,1,0
"Famicom Mini: Adventure Island","Action","Hudson Soft",0.08,"yes",0,0,1,0
"Famicom Mini: Balloon Fight","Action","Nintendo",0.06,"yes",0,0,1,0
"Famicom Mini: Clu Clu Land","Puzzle","Nintendo",0.04,"yes",0,0,1,0
"Famicom Mini: Dig Dug","Puzzle","Namco Bandai Games",0.05,"yes",0,0,1,0
"Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen","Adventure","Nintendo",0.08,"yes",0,0,1,0
"Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen","Adventure","Nintendo",0.11,"yes",0,0,1,0
"Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen","Adventure","Nintendo",0.1,"yes",0,0,1,0
"Famicom Mini: Ganbare Goemon! Karakuri Douchuu","Platform","Konami Digital Entertainment",0.21,"yes",0,0,0.952380952380952,0.0476190476190476
"Famicom Mini: Hikari Shinwa: Palutena no Kagami","Platform","Nintendo",0.07,"yes",0,0,1,0
"Famicom Mini: Makaimura","Platform","Capcom",0.09,"yes",0,0,0.888888888888889,0
"Famicom Mini: Mappy","Platform","Nintendo",0.1,"yes",0,0,0.9,0
"Famicom Mini: Mario Bros.","Platform","Nintendo",0.08,"yes",0,0,1,0
"Famicom Mini: Nazo no Murasame-Jou","Action","Nintendo",0.07,"yes",0,0,1,0
"Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars","Strategy","Nintendo",0.08,"yes",0,0,1,0
"Famicom Mini: Star Soldier","Shooter","Nintendo",0.08,"yes",0,0,1,0
"Famicom Mini: Super Mario Bros. 2","Platform","Nintendo",0.42,"yes",0,0,0.976190476190476,0.0238095238095238
"Famicom Mini: TwinBee","Shooter","Konami Digital Entertainment",0.12,"yes",0,0,1,0
"Famicom Mini: Wrecking Crew","Puzzle","Nintendo",0.07,"yes",0,0,1,0
"Famicom Remix Best Choice","Action","Nintendo",0.04,"yes",0,0,1,0
"Family Fest Presents Circus Games","Misc","Ubisoft",0.44,"yes",0.227272727272727,0.659090909090909,0,0.113636363636364
"Family Fest presents: Movie Games","Action","Ubisoft",0.23,"yes",0.869565217391304,0.0434782608695652,0,0.0869565217391304
"Family Feud Decades","Misc","Ubisoft",0.17,"yes",0.941176470588235,0,0,0.0588235294117647
"Family Feud: 2010 Edition","Misc","Ubisoft",0.91,"no",0.923076923076923,0,0,0.0659340659340659
"Family Feud: 2012 Edition","Misc","Ubisoft",0.3,"no",0.966666666666667,0,0,0.0666666666666667
"Family Fortunes","Misc","Mindscape",0.18,"no",0,0.888888888888889,0,0.0555555555555556
"Family Fun Football","Sports","Tecmo Koei",0.11,"yes",0.909090909090909,0,0,0.0909090909090909
"Family Game Night 4: The Game Show","Misc","Electronic Arts",0.38,"no",0.736842105263158,0.157894736842105,0,0.0789473684210526
"Family GameShow","Misc","Zushi Games",0.09,"yes",0.888888888888889,0,0,0.111111111111111
"Family Guy","Action","Take-Two Interactive",0.2,"yes",0.9,0,0,0.1
"Family Guy: Back to the Multiverse","Action","Activision",0.54,"no",0.481481481481481,0.388888888888889,0,0.12962962962963
"Family Jockey","Sports","Namco Bandai Games",0.01,"yes",0,0,1,0
"Family Party: 30 Great Games","Misc","D3Publisher",0.1,"yes",0.9,0.1,0,0.1
"Family Party: 30 Great Games Outdoor Fun","Misc","D3Publisher",0.16,"yes",0.875,0.0625,0,0.0625
"Family Party: 30 Great Games Winter Fun","Sports","D3Publisher",0.23,"yes",0.91304347826087,0,0,0.0434782608695652
"Family Party: 90 Great Games Party Pack","Misc","D3Publisher",0.33,"yes",0.939393939393939,0,0,0.0606060606060606
"Family Party: Fitness Fun","Sports","D3Publisher",0.15,"yes",0.933333333333333,0,0,0.0666666666666667
"Family Trainer: Treasure Adventure","Sports","Namco Bandai Games",0.07,"yes",0,0.857142857142857,0,0.142857142857143
"Famista '91","Sports","Namco Bandai Games",0.3,"yes",0,0,1,0
"Famista '92","Sports","Namco Bandai Games",0.28,"yes",0,0,1,0
"Famista 64","Sports","Namco Bandai Games",0.2,"yes",0,0,0.85,0.15
"Famista Returns","Sports","Namco Bandai Games",0.14,"yes",0,0,1,0
"Fancy Nancy: Tea Party Time!","Adventure","THQ",0.18,"yes",0.944444444444445,0,0,0.0555555555555556
"Fantasia: Music Evolved","Misc","Disney Interactive Studios",0.22,"no",0.727272727272727,0.181818181818182,0,0.0909090909090909
"Fantastic 4","Action","Activision",1.01,"no",0.792079207920792,0.118811881188119,0,0.0891089108910891
"Fantastic 4: Flame On","Action","Activision",0.28,"yes",0.714285714285714,0.285714285714286,0,0.0357142857142857
"Fantastic Four","Action","Acclaim Entertainment",0.07,"yes",0.571428571428571,0.428571428571428,0,0
"Fantastic Four: Rise of the Silver Surfer","Action","Take-Two Interactive",0.76,"no",0.644736842105263,0.25,0,0.105263157894737
"Fantastic Pets","Simulation","THQ",0.41,"yes",0.731707317073171,0.195121951219512,0,0.0731707317073171
"Fantastic Voyage","Action","20th Century Fox Video Games",0.34,"yes",0.941176470588235,0.0588235294117647,0,0
"Fantasy Aquarium World","Simulation","Destineer",0.07,"yes",0.857142857142857,0,0,0
"Fantasy Aquarium by DS","Simulation","Mercury Games",0.07,"yes",1,0,0,0.142857142857143
"Fantasy Life","Role-Playing","Nintendo",1.13,"yes",0.292035398230089,0.327433628318584,0.327433628318584,0.0530973451327434
"Fantavision","Puzzle","Sony Computer Entertainment",0.47,"yes",0.297872340425532,0.234042553191489,0.404255319148936,0.0851063829787234
"Far Cry","Shooter","Ubisoft",0.05,"yes",0,0.8,0,0.2
"Far Cry 2","Action","Ubisoft",3.49,"no",0.329512893982808,0.527220630372493,0.00859598853868195,0.137535816618911
"Far Cry 3","Shooter","Ubisoft",7.47,"no",0.330655957161981,0.497991967871486,0.0160642570281124,0.152610441767068
"Far Cry 4","Shooter","Ubisoft",8.68,"no",0.327188940092166,0.512672811059908,0.021889400921659,0.135944700460829
"Far Cry Instincts","Shooter","Ubisoft",0.57,"yes",0.56140350877193,0.421052631578947,0,0.0350877192982456
"Far Cry Instincts Evolution","Shooter","Ubisoft",0.08,"yes",0.75,0.25,0,0
"Far Cry Instincts Predator","Shooter","Ubisoft",0.25,"yes",0.8,0.12,0,0.08
"Far Cry Vengeance","Shooter","Ubisoft",0.08,"yes",0.75,0.125,0,0.125
"Far Cry: Primal","Action","Ubisoft",3.12,"no",0.349358974358974,0.503205128205128,0.0192307692307692,0.131410256410256
"Far East of Eden II: Manji Maru","Role-Playing","Hudson Soft",0.18,"no",0,0,1,0
"Far East of Eden Shinden","Fighting","Hudson Soft",0.03,"yes",0,0,1,0
"Far East of Eden Zero","Role-Playing","Hudson Soft",0.3,"yes",0,0,1,0
"Farm Frenzy","Strategy","Mumbo Jumbo",0.02,"yes",0.5,0,0,0
"Farm Frenzy 3","Strategy","Alawar Entertainment",0.04,"yes",0,0.75,0,0.25
"Farm Frenzy 3","Strategy","Unknown",0.03,"yes",0,0.666666666666667,0,0
"Farm Frenzy: Animal Country","Simulation","City Interactive",0.15,"yes",0.866666666666667,0.0666666666666667,0,0.0666666666666667
"Farming 2017 - The Simulation","Simulation","UIG Entertainment",0.01,"yes",0,1,0,0
"Farming Simulator 15 Expansion Pack","Action","Focus Home Interactive",0.01,"yes",0,1,0,0
"Farming Simulator 2011","Simulation","N/A",0.13,"yes",0,1,0,0
"Farming Simulator 2012","Action","Excalibur Publishing",0.14,"yes",0,0.857142857142857,0,0.142857142857143
"Farming Simulator 2013","Simulation","Focus Home Interactive",1.54,"no",0.142857142857143,0.668831168831169,0.012987012987013,0.162337662337662
"Farming Simulator 2014","Simulation","Focus Home Interactive",0.02,"yes",0.5,0,0,0
"Farming Simulator 2015","Simulation","Focus Home Interactive",1.23,"yes",0.0650406504065041,0.829268292682927,0,0.105691056910569
"Farming Simulator 2015","Simulation","Koch Media",1.41,"no",0.368794326241135,0.50354609929078,0,0.127659574468085
"Farmtopia","Simulation","505 Games",0.19,"yes",0.947368421052632,0,0,0.0526315789473684
"Fashion Studio: Paris Collection","Misc","Ubisoft",0.13,"yes",1,0,0,0.0769230769230769
"Fashion Week Jr. Designer","Simulation","505 Games",0.04,"yes",1,0,0,0
"Fashionable Puppy: Oshare na Koinu DS","Simulation","MTO",0.01,"yes",0,0,1,0
"Fast & Furious: Showdown","Action","Activision",0.08,"no",0,0.875,0,0
"Fast Food","Action","Unknown",0.29,"yes",0.931034482758621,0.0689655172413793,0,0
"Fast Food Panic","Simulation","Nobilis",0.2,"no",0.95,0,0,0.05
"Fat Princess: Fistful of Cake","Action","Sony Computer Entertainment",0.12,"yes",0.666666666666667,0.166666666666667,0,0.166666666666667
"Fatal Frame","Action","Tecmo Koei",0.06,"yes",0.666666666666667,0.166666666666667,0,0
"Fatal Frame","Action","Wanadoo",0.14,"yes",0.5,0.428571428571428,0,0.142857142857143
"Fatal Frame 2: Wii Edition","Action","Nintendo",0.1,"yes",0,0,1,0
"Fatal Frame II: Crimson Butterfly","Action","Ubisoft",0.16,"yes",0.5,0.375,0,0.125
"Fatal Frame II: Crimson Butterfly Director's Cut","Action","Microsoft Game Studios",0.05,"yes",0.8,0.2,0,0
"Fatal Frame III: The Tormented","Action","Take-Two Interactive",0.08,"yes",0.5,0.375,0,0.125
"Fatal Frame: Maiden of Black Water","Action","Nintendo",0.11,"yes",0,0.272727272727273,0.727272727272727,0
"Fatal Fury","Fighting","Takara",0.39,"yes",0,0,1,0
"Fatal Fury 2","Fighting","Takara",0.45,"yes",0,0,1,0
"Fatal Fury Special","Fighting","Takara",0.56,"yes",0,0,1,0
"Fatal Fury: Battle Archives Volume 1","Fighting","Ignition Entertainment",0.04,"yes",0.5,0.25,0,0
"Fatal Fury: Battle Archives Volume 1 (JP sales)","Fighting","Ignition Entertainment",0.01,"yes",0,0,1,0
"Fatal Fury: Battle Archives Volume 2","Fighting","SNK Playmore",0.07,"yes",0.428571428571428,0.428571428571428,0,0.142857142857143
"Fatal Fury: Battle Archives Volume 2 (JP sales)","Fighting","SNK Playmore",0.01,"yes",0,0,1,0
"Fatal Fury: Wild Ambition","Fighting","SNK Playmore",0.05,"yes",0.6,0.4,0,0
"Fatal Inertia","Racing","Tecmo Koei",0.13,"yes",0.923076923076923,0,0,0.0769230769230769
"Fate/Extra","Role-Playing","Marvelous Interactive",0.31,"yes",0.580645161290323,0.032258064516129,0.32258064516129,0.0645161290322581
"Fate/Extra CCC","Action","Marvelous Entertainment",0.12,"yes",0,0,1,0
"Fate/Stay Night [Réalta Nua]","Adventure","Kadokawa Shoten",0.23,"no",0,0,1,0
"Fate/Tiger Colosseum","Fighting","Capcom",0.08,"yes",0,0,1,0
"Fate/Tiger Colosseum Upper","Fighting","Capcom",0.06,"yes",0,0,1,0
"Fate/Unlimited Codes","Fighting","Capcom",0.14,"yes",0,0,1,0
"Fate/Unlimited Codes Portable","Fighting","Capcom",0.05,"yes",0,0,1,0
"Fate/hollow ataraxia","Adventure","Type-Moon",0.1,"yes",0,0,1,0
"Fate/kaleid liner Prisma Illya","Action","Kadokawa Games",0.01,"yes",0,0,1,0
"Fear Effect","Action","Eidos Interactive",0.72,"yes",0.555555555555556,0.375,0,0.0694444444444444
"Fear Effect 2: Retro Helix","Action","Eidos Interactive",0.18,"yes",0.555555555555556,0.388888888888889,0,0.0555555555555556
"Fear Factor: Unleashed","Action","Hip Interactive",0.14,"yes",0.714285714285714,0.285714285714286,0,0
"Feel the Magic XY/XX","Puzzle","Sega",0.29,"yes",0.586206896551724,0,0.344827586206897,0.0689655172413793
"Felony 11-79","Racing","ASCII Entertainment",0.11,"yes",0.545454545454545,0.363636363636364,0,0.0909090909090909
"Ferrari Challenge Trofeo Pirelli","Racing","System 3 Arcade Software",0.16,"no",0.375,0.5,0,0.1875
"Ferrari Challenge Trofeo Pirelli Deluxe","Racing","System 3 Arcade Software",0.02,"yes",0,1,0,0
"Ferrari F355 Challenge","Racing","Sony Computer Entertainment",0.05,"yes",0.6,0.4,0,0.2
"Ferrari: The Race Experience","Racing","System 3 Arcade Software",0.02,"yes",0,0.5,0,0
"Festa!! Hyper Girls Party","Adventure","KID",0.01,"yes",0,0,1,0
"Field & Stream: Total Outdoorsman Challenge","Sports","505 Games",0.09,"yes",1,0,0,0.111111111111111
"Field Commander","Strategy","Sony Online Entertainment",0.16,"yes",0.875,0,0,0.0625
"Fifi and the Flowertots","Misc","Avanquest",0.1,"yes",0,0.9,0,0.1
"Fight Club","Fighting","Vivendi Games",0.29,"no",0.586206896551724,0.310344827586207,0,0.0689655172413793
"Fight Night 2004","Fighting","Electronic Arts",2.16,"no",0.736111111111111,0.162037037037037,0,0.101851851851852
"Fight Night Champion","Fighting","Electronic Arts",1.95,"no",0.435897435897436,0.430769230769231,0,0.133333333333333
"Fight Night Round 2","Fighting","Electronic Arts",1.64,"no",0.774390243902439,0.134146341463415,0,0.0853658536585366
"Fight Night Round 2004","Fighting","Electronic Arts",0.67,"yes",0.686567164179104,0.26865671641791,0,0.0447761194029851
"Fight Night Round 3","Fighting","Electronic Arts",5.55,"no",0.708108108108108,0.198198198198198,0.0036036036036036,0.0936936936936937
"Fight Night Round 4","Fighting","Electronic Arts",2.94,"no",0.636054421768708,0.255102040816327,0,0.115646258503401
"Fighter Destiny 2","Fighting","Imagineer",0.05,"yes",0.8,0.2,0,0
"Fighter Maker","Fighting","Agetec",0.17,"yes",0.294117647058824,0.235294117647059,0.411764705882353,0.0588235294117647
"Fighter Maker 2","Fighting","Enterbrain",0.07,"yes",0.428571428571428,0.428571428571428,0,0.142857142857143
"Fighter Within","Fighting","Ubisoft",0.19,"yes",0.578947368421053,0.368421052631579,0,0.105263157894737
"Fighters Destiny","Fighting","Ocean",0.16,"yes",0.8125,0.1875,0,0
"Fighters MEGAMiX","Fighting","Sega",0.62,"yes",0,0,1,0
"Fighters Uncaged","Fighting","Ubisoft",0.61,"yes",0.508196721311475,0.39344262295082,0,0.0983606557377049
"Fighting Fantasy: The Warlock of Firetop Mountain","Role-Playing","Aspyr",0.09,"yes",1,0,0,0.111111111111111
"Fighting Force","Fighting","Eidos Interactive",1.32,"yes",0.553030303030303,0.378787878787879,0,0.0681818181818182
"Fighting Force 2","Action","Eidos Interactive",0.55,"yes",0.563636363636364,0.381818181818182,0,0.0727272727272727
"Fighting Force 64","Action","Crave Entertainment",0.11,"yes",0.818181818181818,0.181818181818182,0,0
"Fighting Vipers","Fighting","Sega",0.4,"yes",0,0,1,0
"Fighting Vipers 2","Fighting","Sega",0.04,"yes",0,0,1,0
"Final Approach 2: 1st Priority","Adventure","Princess Soft",0.02,"yes",0,0,1,0
"Final Doom","Shooter","GT Interactive",0.27,"yes",0.555555555555555,0.37037037037037,0,0.0740740740740741
"Final Fantasy","Role-Playing","SquareSoft",1.35,"no",0.237037037037037,0,0.762962962962963,0
"Final Fantasy Adventure","Role-Playing","SquareSoft",0.38,"yes",0,0,1,0
"Final Fantasy Anniversary Edition","Role-Playing","Square Enix",0.59,"yes",0.661016949152542,0.0338983050847458,0.220338983050847,0.0677966101694915
"Final Fantasy Anthology","Role-Playing","Square EA",0.8,"yes",0.5625,0.375,0,0.0625
"Final Fantasy Chronicles","Role-Playing","Square",0.52,"yes",0.557692307692308,0.384615384615385,0,0.0576923076923077
"Final Fantasy Collection","Role-Playing","Square",0.45,"yes",0,0,0.933333333333333,0.0666666666666667
"Final Fantasy Crystal Chronicles: Echoes of Time","Role-Playing","Square Enix",0.74,"no",0.337837837837838,0.162162162162162,0.432432432432432,0.0540540540540541
"Final Fantasy Crystal Chronicles: Ring of Fates","Role-Playing","Square Enix",0.67,"yes",0.328358208955224,0.0149253731343284,0.626865671641791,0.0298507462686567
"Final Fantasy Crystal Chronicles: The Crystal Bearers","Action","Square Enix",0.4,"yes",0.55,0.2,0.2,0.075
"Final Fantasy Explorers","Role-Playing","Square Enix",0.52,"yes",0.288461538461538,0.134615384615385,0.538461538461539,0.0384615384615385
"Final Fantasy Fables: Chocobo Tales","Adventure","Ubisoft",0.24,"yes",0.458333333333333,0.0416666666666667,0.5,0.0416666666666667
"Final Fantasy Fables: Chocobo's Dungeon","Role-Playing","Square Enix",0.21,"yes",0.428571428571429,0,0.523809523809524,0.0476190476190476
"Final Fantasy I & II","Role-Playing","Square",0.11,"yes",0,0,1,0
"Final Fantasy I & II: Dawn of Souls","Role-Playing","Nintendo",1.19,"yes",0.53781512605042,0.201680672268908,0.243697478991597,0.0168067226890756
"Final Fantasy II","Role-Playing","Square",1.77,"yes",0.135593220338983,0.0508474576271186,0.751412429378531,0.0677966101694915
"Final Fantasy II","Role-Playing","SquareSoft",1.01,"no",0,0,1,0
"Final Fantasy II Anniversary Edition","Role-Playing","Square Enix",0.51,"yes",0.705882352941176,0.0588235294117647,0.137254901960784,0.0784313725490196
"Final Fantasy III","Role-Playing","Square Enix",2.23,"no",0.408071748878924,0.0224215246636771,0.52914798206278,0.0403587443946188
"Final Fantasy III","Role-Playing","SquareSoft",4.82,"no",0.178423236514523,0,0.817427385892116,0.00622406639004149
"Final Fantasy IV","Simulation","Square Enix",1.26,"yes",0.428571428571429,0.0396825396825397,0.492063492063492,0.0396825396825397
"Final Fantasy IV","Simulation","SquareSoft",0.31,"yes",0,0,0.935483870967742,0.0645161290322581
"Final Fantasy IV Advance","Role-Playing","Nintendo",0.61,"yes",0.442622950819672,0.163934426229508,0.360655737704918,0.0163934426229508
"Final Fantasy IV: The Complete Collection","Role-Playing","Square Enix",0.56,"yes",0.232142857142857,0.160714285714286,0.482142857142857,0.107142857142857
